trial,prob,p
1,0.09999999999999998,0.1
2,0.18999999999999995,0.1
3,0.2709999999999999,0.1
4,0.3439,0.1
5,0.40950999999999993,0.1
6,0.46855899999999995,0.1
7,0.5217030999999999,0.1
8,0.5695327899999999,0.1
9,0.6125795109999999,0.1
10,0.6513215599,0.1
11,0.6861894039099999,0.1
12,0.7175704635189999,0.1
13,0.7458134171670999,0.1
14,0.7712320754503899,0.1
15,0.794108867905351,0.1
16,0.8146979811148158,0.1
17,0.8332281830033342,0.1
18,0.8499053647030008,0.1
19,0.8649148282327007,0.1
20,0.8784233454094307,0.1
21,0.8905810108684876,0.1
22,0.9015229097816388,0.1
23,0.9113706188034749,0.1
24,0.9202335569231275,0.1
25,0.9282102012308147,0.1
26,0.9353891811077333,0.1
27,0.94185026299696,0.1
28,0.9476652366972639,0.1
29,0.9528987130275375,0.1
30,0.9576088417247838,0.1
31,0.9618479575523053,0.1
32,0.9656631617970749,0.1
33,0.9690968456173674,0.1
34,0.9721871610556306,0.1
35,0.9749684449500675,0.1
36,0.9774716004550608,0.1
37,0.9797244404095548,0.1
38,0.9817519963685992,0.1
39,0.9835767967317394,0.1
40,0.9852191170585654,0.1
41,0.9866972053527089,0.1
42,0.988027484817438,0.1
43,0.9892247363356942,0.1
44,0.9903022627021247,0.1
45,0.9912720364319123,0.1
46,0.992144832788721,0.1
47,0.9929303495098489,0.1
48,0.9936373145588641,0.1
49,0.9942735831029776,0.1
50,0.9948462247926799,0.1
51,0.9953616023134119,0.1
52,0.9958254420820707,0.1
53,0.9962428978738637,0.1
54,0.9966186080864773,0.1
55,0.9969567472778296,0.1
56,0.9972610725500466,0.1
57,0.9975349652950419,0.1
58,0.9977814687655377,0.1
59,0.998003321888984,0.1
60,0.9982029897000856,0.1
61,0.998382690730077,0.1
62,0.9985444216570694,0.1
63,0.9986899794913624,0.1
64,0.9988209815422261,0.1
65,0.9989388833880035,0.1
66,0.9990449950492032,0.1
67,0.9991404955442829,0.1
68,0.9992264459898546,0.1
69,0.9993038013908692,0.1
70,0.9993734212517822,0.1
71,0.9994360791266039,0.1
72,0.9994924712139436,0.1
73,0.9995432240925493,0.1
74,0.9995889016832943,0.1
75,0.9996300115149649,0.1
76,0.9996670103634684,0.1
77,0.9997003093271215,0.1
78,0.9997302783944094,0.1
79,0.9997572505549684,0.1
80,0.9997815254994716,0.1
81,0.9998033729495245,0.1
82,0.999823035654572,0.1
83,0.9998407320891148,0.1
84,0.9998566588802034,0.1
85,0.999870992992183,0.1
86,0.9998838936929647,0.1
87,0.9998955043236682,0.1
88,0.9999059538913014,0.1
89,0.9999153585021713,0.1
90,0.9999238226519541,0.1
91,0.9999314403867587,0.1
92,0.9999382963480828,0.1
93,0.9999444667132745,0.1
94,0.9999500200419471,0.1
95,0.9999550180377524,0.1
96,0.9999595162339772,0.1
97,0.9999635646105794,0.1
98,0.9999672081495214,0.1
99,0.9999704873345694,0.1
100,0.9999734386011124,0.1
1,0.19999999999999996,0.2
2,0.3599999999999999,0.2
3,0.4879999999999999,0.2
4,0.5903999999999999,0.2
5,0.6723199999999999,0.2
6,0.7378559999999998,0.2
7,0.7902847999999999,0.2
8,0.8322278399999999,0.2
9,0.8657822719999999,0.2
10,0.8926258175999999,0.2
11,0.91410065408,0.2
12,0.931280523264,0.2
13,0.9450244186112,0.2
14,0.95601953488896,0.2
15,0.9648156279111679,0.2
16,0.9718525023289344,0.2
17,0.9774820018631475,0.2
18,0.981985601490518,0.2
19,0.9855884811924144,0.2
20,0.9884707849539315,0.2
21,0.9907766279631453,0.2
22,0.9926213023705162,0.2
23,0.9940970418964129,0.2
24,0.9952776335171304,0.2
25,0.9962221068137043,0.2
26,0.9969776854509634,0.2
27,0.9975821483607707,0.2
28,0.9980657186886166,0.2
29,0.9984525749508932,0.2
30,0.9987620599607147,0.2
31,0.9990096479685717,0.2
32,0.9992077183748573,0.2
33,0.9993661746998859,0.2
34,0.9994929397599087,0.2
35,0.999594351807927,0.2
36,0.9996754814463416,0.2
37,0.9997403851570733,0.2
38,0.9997923081256586,0.2
39,0.9998338465005269,0.2
40,0.9998670772004216,0.2
41,0.9998936617603372,0.2
42,0.9999149294082698,0.2
43,0.9999319435266159,0.2
44,0.9999455548212927,0.2
45,0.9999564438570341,0.2
46,0.9999651550856273,0.2
47,0.9999721240685019,0.2
48,0.9999776992548015,0.2
49,0.9999821594038412,0.2
50,0.9999857275230729,0.2
51,0.9999885820184583,0.2
52,0.9999908656147667,0.2
53,0.9999926924918133,0.2
54,0.9999941539934507,0.2
55,0.9999953231947606,0.2
56,0.9999962585558084,0.2
57,0.9999970068446468,0.2
58,0.9999976054757174,0.2
59,0.9999980843805739,0.2
60,0.9999984675044591,0.2
61,0.9999987740035673,0.2
62,0.9999990192028538,0.2
63,0.9999992153622831,0.2
64,0.9999993722898265,0.2
65,0.9999994978318612,0.2
66,0.9999995982654889,0.2
67,0.9999996786123911,0.2
68,0.9999997428899129,0.2
69,0.9999997943119303,0.2
70,0.9999998354495443,0.2
71,0.9999998683596354,0.2
72,0.9999998946877083,0.2
73,0.9999999157501667,0.2
74,0.9999999326001333,0.2
75,0.9999999460801067,0.2
76,0.9999999568640854,0.2
77,0.9999999654912682,0.2
78,0.9999999723930146,0.2
79,0.9999999779144116,0.2
80,0.9999999823315293,0.2
81,0.9999999858652234,0.2
82,0.9999999886921788,0.2
83,0.999999990953743,0.2
84,0.9999999927629944,0.2
85,0.9999999942103955,0.2
86,0.9999999953683164,0.2
87,0.9999999962946532,0.2
88,0.9999999970357225,0.2
89,0.999999997628578,0.2
90,0.9999999981028624,0.2
91,0.9999999984822899,0.2
92,0.9999999987858319,0.2
93,0.9999999990286655,0.2
94,0.9999999992229325,0.2
95,0.9999999993783459,0.2
96,0.9999999995026768,0.2
97,0.9999999996021414,0.2
98,0.9999999996817132,0.2
99,0.9999999997453705,0.2
100,0.9999999997962964,0.2
1,0.30000000000000004,0.3
2,0.51,0.3
3,0.657,0.3
4,0.7599,0.3
5,0.8319300000000001,0.3
6,0.882351,0.3
7,0.9176457,0.3
8,0.94235199,0.3
9,0.959646393,0.3
10,0.9717524751000001,0.3
11,0.98022673257,0.3
12,0.986158712799,0.3
13,0.9903110989593,0.3
14,0.99321776927151,0.3
15,0.995252438490057,0.3
16,0.9966767069430399,0.3
17,0.9976736948601279,0.3
18,0.9983715864020896,0.3
19,0.9988601104814627,0.3
20,0.9992020773370239,0.3
21,0.9994414541359167,0.3
22,0.9996090178951417,0.3
23,0.9997263125265992,0.3
24,0.9998084187686195,0.3
25,0.9998658931380336,0.3
26,0.9999061251966235,0.3
27,0.9999342876376365,0.3
28,0.9999540013463455,0.3
29,0.9999678009424419,0.3
30,0.9999774606597093,0.3
31,0.9999842224617965,0.3
32,0.9999889557232575,0.3
33,0.9999922690062802,0.3
34,0.9999945883043962,0.3
35,0.9999962118130773,0.3
36,0.9999973482691541,0.3
37,0.9999981437884079,0.3
38,0.9999987006518856,0.3
39,0.9999990904563199,0.3
40,0.999999363319424,0.3
41,0.9999995543235968,0.3
42,0.9999996880265177,0.3
43,0.9999997816185624,0.3
44,0.9999998471329937,0.3
45,0.9999998929930956,0.3
46,0.9999999250951669,0.3
47,0.9999999475666168,0.3
48,0.9999999632966318,0.3
49,0.9999999743076422,0.3
50,0.9999999820153496,0.3
51,0.9999999874107447,0.3
52,0.9999999911875213,0.3
53,0.9999999938312649,0.3
54,0.9999999956818855,0.3
55,0.9999999969773198,0.3
56,0.9999999978841239,0.3
57,0.9999999985188867,0.3
58,0.9999999989632207,0.3
59,0.9999999992742545,0.3
60,0.9999999994919782,0.3
61,0.9999999996443847,0.3
62,0.9999999997510692,0.3
63,0.9999999998257485,0.3
64,0.9999999998780239,0.3
65,0.9999999999146167,0.3
66,0.9999999999402317,0.3
67,0.9999999999581622,0.3
68,0.9999999999707135,0.3
69,0.9999999999794995,0.3
70,0.9999999999856496,0.3
71,0.9999999999899547,0.3
72,0.9999999999929683,0.3
73,0.9999999999950778,0.3
74,0.9999999999965545,0.3
75,0.9999999999975882,0.3
76,0.9999999999983117,0.3
77,0.9999999999988182,0.3
78,0.9999999999991728,0.3
79,0.9999999999994209,0.3
80,0.9999999999995947,0.3
81,0.9999999999997162,0.3
82,0.9999999999998014,0.3
83,0.999999999999861,0.3
84,0.9999999999999026,0.3
85,0.9999999999999318,0.3
86,0.9999999999999523,0.3
87,0.9999999999999666,0.3
88,0.9999999999999767,0.3
89,0.9999999999999837,0.3
90,0.9999999999999886,0.3
91,0.999999999999992,0.3
92,0.9999999999999943,0.3
93,0.9999999999999961,0.3
94,0.9999999999999972,0.3
95,0.9999999999999981,0.3
96,0.9999999999999987,0.3
97,0.9999999999999991,0.3
98,0.9999999999999993,0.3
99,0.9999999999999996,0.3
100,0.9999999999999997,0.3
1,0.4,0.4
2,0.64,0.4
3,0.784,0.4
4,0.8704000000000001,0.4
5,0.9222400000000001,0.4
6,0.953344,0.4
7,0.9720064,0.4
8,0.98320384,0.4
9,0.989922304,0.4
10,0.9939533824,0.4
11,0.99637202944,0.4
12,0.997823217664,0.4
13,0.9986939305984,0.4
14,0.99921635835904,0.4
15,0.999529815015424,0.4
16,0.9997178890092544,0.4
17,0.9998307334055526,0.4
18,0.9998984400433316,0.4
19,0.999939064025999,0.4
20,0.9999634384155993,0.4
21,0.9999780630493597,0.4
22,0.9999868378296157,0.4
23,0.9999921026977695,0.4
24,0.9999952616186617,0.4
25,0.999997156971197,0.4
26,0.9999982941827182,0.4
27,0.9999989765096309,0.4
28,0.9999993859057785,0.4
29,0.9999996315434672,0.4
30,0.9999997789260803,0.4
31,0.9999998673556482,0.4
32,0.9999999204133889,0.4
33,0.9999999522480333,0.4
34,0.99999997134882,0.4
35,0.999999982809292,0.4
36,0.9999999896855752,0.4
37,0.9999999938113451,0.4
38,0.999999996286807,0.4
39,0.9999999977720843,0.4
40,0.9999999986632505,0.4
41,0.9999999991979504,0.4
42,0.9999999995187702,0.4
43,0.9999999997112621,0.4
44,0.9999999998267572,0.4
45,0.9999999998960544,0.4
46,0.9999999999376327,0.4
47,0.9999999999625796,0.4
48,0.9999999999775477,0.4
49,0.9999999999865287,0.4
50,0.9999999999919171,0.4
51,0.9999999999951503,0.4
52,0.9999999999970902,0.4
53,0.9999999999982541,0.4
54,0.9999999999989525,0.4
55,0.9999999999993715,0.4
56,0.9999999999996229,0.4
57,0.9999999999997737,0.4
58,0.9999999999998642,0.4
59,0.9999999999999185,0.4
60,0.9999999999999512,0.4
61,0.9999999999999707,0.4
62,0.9999999999999825,0.4
63,0.9999999999999895,0.4
64,0.9999999999999937,0.4
65,0.9999999999999962,0.4
66,0.9999999999999977,0.4
67,0.9999999999999987,0.4
68,0.9999999999999992,0.4
69,0.9999999999999996,0.4
70,0.9999999999999997,0.4
71,0.9999999999999998,0.4
72,0.9999999999999999,0.4
73,0.9999999999999999,0.4
74,1,0.4
75,1,0.4
76,1,0.4
77,1,0.4
78,1,0.4
79,1,0.4
80,1,0.4
81,1,0.4
82,1,0.4
83,1,0.4
84,1,0.4
85,1,0.4
86,1,0.4
87,1,0.4
88,1,0.4
89,1,0.4
90,1,0.4
91,1,0.4
92,1,0.4
93,1,0.4
94,1,0.4
95,1,0.4
96,1,0.4
97,1,0.4
98,1,0.4
99,1,0.4
100,1,0.4
1,0.5,0.5
2,0.75,0.5
3,0.875,0.5
4,0.9375,0.5
5,0.96875,0.5
6,0.984375,0.5
7,0.9921875,0.5
8,0.99609375,0.5
9,0.998046875,0.5
10,0.9990234375,0.5
11,0.99951171875,0.5
12,0.999755859375,0.5
13,0.9998779296875,0.5
14,0.99993896484375,0.5
15,0.999969482421875,0.5
16,0.9999847412109375,0.5
17,0.99999237060546875,0.5
18,0.9999961853027344,0.5
19,0.9999980926513672,0.5
20,0.9999990463256836,0.5
21,0.9999995231628418,0.5
22,0.9999997615814209,0.5
23,0.9999998807907104,0.5
24,0.9999999403953552,0.5
25,0.9999999701976776,0.5
26,0.9999999850988388,0.5
27,0.9999999925494194,0.5
28,0.9999999962747097,0.5
29,0.9999999981373549,0.5
30,0.9999999990686774,0.5
31,0.9999999995343387,0.5
32,0.9999999997671694,0.5
33,0.9999999998835847,0.5
34,0.9999999999417923,0.5
35,0.9999999999708962,0.5
36,0.9999999999854481,0.5
37,0.999999999992724,0.5
38,0.999999999996362,0.5
39,0.999999999998181,0.5
40,0.9999999999990905,0.5
41,0.9999999999995453,0.5
42,0.9999999999997726,0.5
43,0.9999999999998863,0.5
44,0.9999999999999432,0.5
45,0.9999999999999716,0.5
46,0.9999999999999858,0.5
47,0.9999999999999929,0.5
48,0.9999999999999964,0.5
49,0.9999999999999982,0.5
50,0.9999999999999991,0.5
51,0.9999999999999996,0.5
52,0.9999999999999998,0.5
53,0.9999999999999999,0.5
54,1,0.5
55,1,0.5
56,1,0.5
57,1,0.5
58,1,0.5
59,1,0.5
60,1,0.5
61,1,0.5
62,1,0.5
63,1,0.5
64,1,0.5
65,1,0.5
66,1,0.5
67,1,0.5
68,1,0.5
69,1,0.5
70,1,0.5
71,1,0.5
72,1,0.5
73,1,0.5
74,1,0.5
75,1,0.5
76,1,0.5
77,1,0.5
78,1,0.5
79,1,0.5
80,1,0.5
81,1,0.5
82,1,0.5
83,1,0.5
84,1,0.5
85,1,0.5
86,1,0.5
87,1,0.5
88,1,0.5
89,1,0.5
90,1,0.5
91,1,0.5
92,1,0.5
93,1,0.5
94,1,0.5
95,1,0.5
96,1,0.5
97,1,0.5
98,1,0.5
99,1,0.5
100,1,0.5
1,0.6,0.6
2,0.84,0.6
3,0.9359999999999999,0.6
4,0.9744,0.6
5,0.98976,0.6
6,0.995904,0.6
7,0.9983616,0.6
8,0.99934464,0.6
9,0.999737856,0.6
10,0.9998951424,0.6
11,0.99995805696,0.6
12,0.999983222784,0.6
13,0.9999932891136,0.6
14,0.99999731564544,0.6
15,0.999998926258176,0.6
16,0.9999995705032704,0.6
17,0.9999998282013082,0.6
18,0.9999999312805232,0.6
19,0.9999999725122093,0.6
20,0.9999999890048837,0.6
21,0.9999999956019535,0.6
22,0.9999999982407813,0.6
23,0.9999999992963126,0.6
24,0.999999999718525,0.6
25,0.9999999998874101,0.6
26,0.999999999954964,0.6
27,0.9999999999819856,0.6
28,0.9999999999927942,0.6
29,0.99999999999711775,0.6
30,0.999999999998847,0.6
31,0.9999999999995388,0.6
32,0.9999999999998155,0.6
33,0.9999999999999262,0.6
34,0.9999999999999705,0.6
35,0.9999999999999882,0.6
36,0.9999999999999952,0.6
37,0.9999999999999981,0.6
38,0.9999999999999992,0.6
39,0.9999999999999997,0.6
40,0.9999999999999999,0.6
41,1,0.6
42,1,0.6
43,1,0.6
44,1,0.6
45,1,0.6
46,1,0.6
47,1,0.6
48,1,0.6
49,1,0.6
50,1,0.6
51,1,0.6
52,1,0.6
53,1,0.6
54,1,0.6
55,1,0.6
56,1,0.6
57,1,0.6
58,1,0.6
59,1,0.6
60,1,0.6
61,1,0.6
62,1,0.6
63,1,0.6
64,1,0.6
65,1,0.6
66,1,0.6
67,1,0.6
68,1,0.6
69,1,0.6
70,1,0.6
71,1,0.6
72,1,0.6
73,1,0.6
74,1,0.6
75,1,0.6
76,1,0.6
77,1,0.6
78,1,0.6
79,1,0.6
80,1,0.6
81,1,0.6
82,1,0.6
83,1,0.6
84,1,0.6
85,1,0.6
86,1,0.6
87,1,0.6
88,1,0.6
89,1,0.6
90,1,0.6
91,1,0.6
92,1,0.6
93,1,0.6
94,1,0.6
95,1,0.6
96,1,0.6
97,1,0.6
98,1,0.6
99,1,0.6
100,1,0.6
1,0.7000000000000001,0.7
2,0.91,0.7
3,0.973,0.7
4,0.9919,0.7
5,0.99757,0.7
6,0.999271,0.7
7,0.9997813,0.7
8,0.99993439,0.7
9,0.999980317,0.7
10,0.9999940951,0.7
11,0.99999822853,0.7
12,0.999999468559,0.7
13,0.9999998405677,0.7
14,0.99999995217031,0.7
15,0.999999985651093,0.7
16,0.9999999956953279,0.7
17,0.9999999987085983,0.7
18,0.9999999996125795,0.7
19,0.9999999998837739,0.7
20,0.9999999999651321,0.7
21,0.9999999999895397,0.7
22,0.9999999999968618,0.7
23,0.9999999999990585,0.7
24,0.9999999999997176,0.7
25,0.9999999999999153,0.7
26,0.9999999999999746,0.7
27,0.9999999999999923,0.7
28,0.9999999999999977,0.7
29,0.9999999999999993,0.7
30,0.9999999999999998,0.7
31,0.9999999999999999,0.7
32,1,0.7
33,1,0.7
34,1,0.7
35,1,0.7
36,1,0.7
37,1,0.7
38,1,0.7
39,1,0.7
40,1,0.7
41,1,0.7
42,1,0.7
43,1,0.7
44,1,0.7
45,1,0.7
46,1,0.7
47,1,0.7
48,1,0.7
49,1,0.7
50,1,0.7
51,1,0.7
52,1,0.7
53,1,0.7
54,1,0.7
55,1,0.7
56,1,0.7
57,1,0.7
58,1,0.7
59,1,0.7
60,1,0.7
61,1,0.7
62,1,0.7
63,1,0.7
64,1,0.7
65,1,0.7
66,1,0.7
67,1,0.7
68,1,0.7
69,1,0.7
70,1,0.7
71,1,0.7
72,1,0.7
73,1,0.7
74,1,0.7
75,1,0.7
76,1,0.7
77,1,0.7
78,1,0.7
79,1,0.7
80,1,0.7
81,1,0.7
82,1,0.7
83,1,0.7
84,1,0.7
85,1,0.7
86,1,0.7
87,1,0.7
88,1,0.7
89,1,0.7
90,1,0.7
91,1,0.7
92,1,0.7
93,1,0.7
94,1,0.7
95,1,0.7
96,1,0.7
97,1,0.7
98,1,0.7
99,1,0.7
100,1,0.7
1,0.8,0.8
2,0.96,0.8
3,0.992,0.8
4,0.9984,0.8
5,0.99968,0.8
6,0.999936,0.8
7,0.9999872,0.8
8,0.99999744,0.8
9,0.999999488,0.8
10,0.9999998976,0.8
11,0.99999997952,0.8
12,0.999999995904,0.8
13,0.9999999991808,0.8
14,0.99999999983616,0.8
15,0.999999999967232,0.8
16,0.9999999999934464,0.8
17,0.9999999999986893,0.8
18,0.9999999999997379,0.8
19,0.9999999999999476,0.8
20,0.9999999999999896,0.8
21,0.9999999999999979,0.8
22,0.9999999999999996,0.8
23,0.9999999999999999,0.8
24,1,0.8
25,1,0.8
26,1,0.8
27,1,0.8
28,1,0.8
29,1,0.8
30,1,0.8
31,1,0.8
32,1,0.8
33,1,0.8
34,1,0.8
35,1,0.8
36,1,0.8
37,1,0.8
38,1,0.8
39,1,0.8
40,1,0.8
41,1,0.8
42,1,0.8
43,1,0.8
44,1,0.8
45,1,0.8
46,1,0.8
47,1,0.8
48,1,0.8
49,1,0.8
50,1,0.8
51,1,0.8
52,1,0.8
53,1,0.8
54,1,0.8
55,1,0.8
56,1,0.8
57,1,0.8
58,1,0.8
59,1,0.8
60,1,0.8
61,1,0.8
62,1,0.8
63,1,0.8
64,1,0.8
65,1,0.8
66,1,0.8
67,1,0.8
68,1,0.8
69,1,0.8
70,1,0.8
71,1,0.8
72,1,0.8
73,1,0.8
74,1,0.8
75,1,0.8
76,1,0.8
77,1,0.8
78,1,0.8
79,1,0.8
80,1,0.8
81,1,0.8
82,1,0.8
83,1,0.8
84,1,0.8
85,1,0.8
86,1,0.8
87,1,0.8
88,1,0.8
89,1,0.8
90,1,0.8
91,1,0.8
92,1,0.8
93,1,0.8
94,1,0.8
95,1,0.8
96,1,0.8
97,1,0.8
98,1,0.8
99,1,0.8
100,1,0.8
1,0.9,0.9
2,0.99,0.9
3,0.999,0.9
4,0.9999,0.9
5,0.99999,0.9
6,0.999999,0.9
7,0.9999999,0.9
8,0.99999999,0.9
9,0.999999999,0.9
10,0.9999999999,0.9
11,0.99999999999,0.9
12,0.999999999999,0.9
13,0.9999999999999,0.9
14,0.99999999999999,0.9
15,0.999999999999999,0.9
16,0.9999999999999999,0.9
17,1,0.9
18,1,0.9
19,1,0.9
20,1,0.9
21,1,0.9
22,1,0.9
23,1,0.9
24,1,0.9
25,1,0.9
26,1,0.9
27,1,0.9
28,1,0.9
29,1,0.9
30,1,0.9
31,1,0.9
32,1,0.9
33,1,0.9
34,1,0.9
35,1,0.9
36,1,0.9
37,1,0.9
38,1,0.9
39,1,0.9
40,1,0.9
41,1,0.9
42,1,0.9
43,1,0.9
44,1,0.9
45,1,0.9
46,1,0.9
47,1,0.9
48,1,0.9
49,1,0.9
50,1,0.9
51,1,0.9
52,1,0.9
53,1,0.9
54,1,0.9
55,1,0.9
56,1,0.9
57,1,0.9
58,1,0.9
59,1,0.9
60,1,0.9
61,1,0.9
62,1,0.9
63,1,0.9
64,1,0.9
65,1,0.9
66,1,0.9
67,1,0.9
68,1,0.9
69,1,0.9
70,1,0.9
71,1,0.9
72,1,0.9
73,1,0.9
74,1,0.9
75,1,0.9
76,1,0.9
77,1,0.9
78,1,0.9
79,1,0.9
80,1,0.9
81,1,0.9
82,1,0.9
83,1,0.9
84,1,0.9
85,1,0.9
86,1,0.9
87,1,0.9
88,1,0.9
89,1,0.9
90,1,0.9
91,1,0.9
92,1,0.9
93,1,0.9
94,1,0.9
95,1,0.9
96,1,0.9
97,1,0.9
98,1,0.9
99,1,0.9
100,1,0.9
1,1,1
2,1,1
3,1,1
4,1,1
5,1,1
6,1,1
7,1,1
8,1,1
9,1,1
10,1,1
11,1,1
12,1,1
13,1,1
14,1,1
15,1,1
16,1,1
17,1,1
18,1,1
19,1,1
20,1,1
21,1,1
22,1,1
23,1,1
24,1,1
25,1,1
26,1,1
27,1,1
28,1,1
29,1,1
30,1,1
31,1,1
32,1,1
33,1,1
34,1,1
35,1,1
36,1,1
37,1,1
38,1,1
39,1,1
40,1,1
41,1,1
42,1,1
43,1,1
44,1,1
45,1,1
46,1,1
47,1,1
48,1,1
49,1,1
50,1,1
51,1,1
52,1,1
53,1,1
54,1,1
55,1,1
56,1,1
57,1,1
58,1,1
59,1,1
60,1,1
61,1,1
62,1,1
63,1,1
64,1,1
65,1,1
66,1,1
67,1,1
68,1,1
69,1,1
70,1,1
71,1,1
72,1,1
73,1,1
74,1,1
75,1,1
76,1,1
77,1,1
78,1,1
79,1,1
80,1,1
81,1,1
82,1,1
83,1,1
84,1,1
85,1,1
86,1,1
87,1,1
88,1,1
89,1,1
90,1,1
91,1,1
92,1,1
93,1,1
94,1,1
95,1,1
96,1,1
97,1,1
98,1,1
99,1,1
100,1,1
